---,Name,Classification,Classification2,StaticMesh,Image
539,Soul_Leaves,plants,leaves,StaticMesh'/Game/SoulCave/Environment/Meshes/Nature/SM_S_Soul_Leaves1.SM_S_Soul_Leaves1',Texture2D'/Game/AssetDataList/Image/Soul_Leaves1.Soul_Leaves1'
540,Soul_Statue,wall,archi,StaticMesh'/Game/SoulCave/Environment/Meshes/Building/SM_S_Soul_Statue.SM_S_Soul_Statue',Texture2D'/Game/AssetDataList/Image/Soul_Statue.Soul_Statue'
541,Soul_Tree0,plants,tree,StaticMesh'/Game/SoulCave/Environment/Meshes/Nature/SM_LV_Soul_Tree01_B.SM_LV_Soul_Tree01_B',Texture2D'/Game/AssetDataList/Image/Soul_Tree01_B.Soul_Tree01_B'
542,Soul_Tree1,plants,tree,StaticMesh'/Game/SoulCave/Environment/Meshes/Nature/SM_S_Soul_Tree3.SM_S_Soul_Tree3',Texture2D'/Game/AssetDataList/Image/Soul_Tree3.Soul_Tree3'
543,Soul_TreeCluster,plants,tree,StaticMesh'/Game/SoulCave/Environment/Meshes/Nature/SM_LV_Soul_TreeCluster.SM_LV_Soul_TreeCluster',Texture2D'/Game/AssetDataList/Image/Soul_TreeCluster.Soul_TreeCluster'
544,SpicyFries,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_SpicyFries.SM_SpicyFries',Texture2D'/Game/AssetDataList/Image/SpicyFries.SpicyFries'
545,Spoon,item,living,StaticMesh'/Game/ModularFantasyHouse/Meshes/Props/SM_Spoon.SM_Spoon',Texture2D'/Game/AssetDataList/Image/Spoon.Spoon'
546,Spray0,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_CP1Spray2.SM_CP1Spray2',Texture2D'/Game/AssetDataList/Image/Spray1.Spray1'
547,Spray1,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_CP1Spray3.SM_CP1Spray3',Texture2D'/Game/AssetDataList/Image/Spray2.Spray2'
548,Stairsfloor_A,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Stairs/BP_Source_Meshes/SM_Stairs_B_1-Attic.SM_Stairs_B_1-Attic',Texture2D'/Game/AssetDataList/Image/Stairsfloor_A.Stairsfloor_A'
549,Stairsfloor_B,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Stairs/BP_Source_Meshes/SM_Stairs_C-Attic.SM_Stairs_C-Attic',Texture2D'/Game/AssetDataList/Image/Stairsfloor_B.Stairsfloor_B'
550,Stairsfloor_C,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Stairs/BP_Source_Meshes/SM_Stairs_D_1-2-Attic.SM_Stairs_D_1-2-Attic',Texture2D'/Game/AssetDataList/Image/Stairsfloor_C.Stairsfloor_C'
551,Stand0,item,stand,StaticMesh'/Game/MMSupermarket/Ads/Mesh/SM_Stand01.SM_Stand01',Texture2D'/Game/AssetDataList/Image/AdStand1.AdStand1'
552,Stand1,item,stand,StaticMesh'/Game/MMSupermarket/Ads/Mesh/SM_Stand02_Left.SM_Stand02_Left',Texture2D'/Game/AssetDataList/Image/AdStand2.AdStand2'
553,Stand2,item,stand,StaticMesh'/Game/MMSupermarket/Ads/Mesh/SM_Stand02_Right.SM_Stand02_Right',Texture2D'/Game/AssetDataList/Image/AdStand3.AdStand3'
554,Stand3,item,itemetc,StaticMesh'/Game/MMSupermarket/Ads/Mesh/SM_Unrivall.SM_Unrivall',Texture2D'/Game/AssetDataList/Image/AdUnrivall.AdUnrivall'
555,Statue_Crumble_RK,wall,archi,StaticMesh'/Game/SoulCave/Environment/Meshes/Building/SM_Statue_Crumble_RK.SM_Statue_Crumble_RK',Texture2D'/Game/AssetDataList/Image/Statue_Crumble_RK.Statue_Crumble_RK'
556,Stickers,item,stationery,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/Deskware/SM_Stickers.SM_Stickers',Texture2D'/Game/AssetDataList/Image/Stickers.Stickers'
557,Stool,furniture,chair,StaticMesh'/Game/ModularFantasyHouse/Meshes/Props/SM_Stool.SM_Stool',Texture2D'/Game/AssetDataList/Image/Stool.Stool'
558,Store_front_door_a_left,room,hall,StaticMesh'/Game/ModularBuildingSet/Meshes/Store_fronts_doors/store_front_door_a_left.store_front_door_a_left',Texture2D'/Game/AssetDataList/Image/store_front_door_a_left.store_front_door_a_left'
559,StreetLamp0,furniture,lamp,StaticMesh'/Game/InteractiveLights/Mesh/SM_StreetLamp_01.SM_StreetLamp_01',Texture2D'/Game/AssetDataList/Image/StreetLamp0.StreetLamp0'
560,StreetLamp1,furniture,lamp,StaticMesh'/Game/InteractiveLights/Mesh/SM_StreetLamp_02.SM_StreetLamp_02',Texture2D'/Game/AssetDataList/Image/StreetLamp1.StreetLamp1'
561,Succulents0,plants,plant,StaticMesh'/Game/HouseplantPack/Geometry/Plants/SM_succulent01.SM_succulent01',Texture2D'/Game/AssetDataList/Image/succulents0.succulents0'
562,Succulents1,plants,plant,StaticMesh'/Game/HouseplantPack/Geometry/Plants/SM_succulent03.SM_succulent03',Texture2D'/Game/AssetDataList/Image/succulents1.succulents1'
563,SucculentsPot,plants,pot,StaticMesh'/Game/HouseplantPack/Geometry/SM_MERGED_succulents.SM_MERGED_succulents',Texture2D'/Game/AssetDataList/Image/succulentsPot.succulentsPot'
564,Table,furniture,table,StaticMesh'/Game/ModularFantasyHouse/Meshes/Props/SM_Table_1.SM_Table_1',Texture2D'/Game/AssetDataList/Image/Table_1.Table_1'
565,TableLamp,furniture,lamp,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Table_Lamp.SM_Table_Lamp',Texture2D'/Game/AssetDataList/Image/TableLamp.TableLamp'
566,Tissue,item,living,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_SPTissue1.SM_SPTissue1',Texture2D'/Game/AssetDataList/Image/Tissue1.Tissue1'
567,Toaster,item,machine,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_Toaster.SM_Toaster',Texture2D'/Game/AssetDataList/Image/Toaster.Toaster'
568,Toilet,room,bath,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_Toilet.SM_Toilet',Texture2D'/Game/AssetDataList/Image/SM_Toilet1.SM_Toilet1'
569,Toilet0,room,bath,StaticMesh'/Game/MMSupermarket/SMBuilding/Mesh/SM_Toilet.SM_Toilet',Texture2D'/Game/AssetDataList/Image/Toilet.Toilet'
570,Toilet1,room,bath,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_Toilet.SM_Toilet',Texture2D'/Game/AssetDataList/Image/SM_Toilet.SM_Toilet'
571,ToiletBooth,room,bath,StaticMesh'/Game/MMSupermarket/SMBuilding/Mesh/SM_ToiletBooth.SM_ToiletBooth',Texture2D'/Game/AssetDataList/Image/ToiletBooth.ToiletBooth'
572,ToiletBooth_Door,room,bath,StaticMesh'/Game/MMSupermarket/SMBuilding/Mesh/SM_ToiletBooth_Door.SM_ToiletBooth_Door',Texture2D'/Game/AssetDataList/Image/ToiletBooth_Door.ToiletBooth_Door'
573,ToiletPaper,room,bath,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_ToiletPaper.SM_ToiletPaper',Texture2D'/Game/AssetDataList/Image/ToiletPaper.ToiletPaper'
574,ToiletPaper_Roll,item,living,StaticMesh'/Game/MMSupermarket/Props/Mesh/SM_ToiletPaper_Roll.SM_ToiletPaper_Roll',Texture2D'/Game/AssetDataList/Image/ToiletPaperRoll.ToiletPaperRoll'
575,ToiletPaper_RollSide,item,living,StaticMesh'/Game/MMSupermarket/Props/Mesh/SM_ToiletPaper_Roll_Side.SM_ToiletPaper_Roll_Side',Texture2D'/Game/AssetDataList/Image/ToiletPaperRoll_Side.ToiletPaperRoll_Side'
576,ToothPaste,item,living,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/BathroomWare/SM_ToothBrush.SM_ToothBrush',Texture2D'/Game/AssetDataList/Image/ToothPaste.ToothPaste'
577,TowelHangerA,room,bath,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_TowelHangerA.SM_TowelHangerA',Texture2D'/Game/AssetDataList/Image/TowelHangerA.TowelHangerA'
578,TrashCan,furniture,furnitureetc,StaticMesh'/Game/MMSupermarket/Props/Mesh/SM_TrashCan02.SM_TrashCan02',Texture2D'/Game/AssetDataList/Image/Trashcan.Trashcan'
579,Tree,plants,tree,StaticMesh'/Game/SoulCave/Environment/Meshes/Nature/SM_S_BuildingSetA_Tree_02_OP02_S_BuildingSetA_Tree_02_OP02.SM_S_BuildingSetA_Tree_02_OP02_S_BuildingSetA_Tree_02_OP02',Texture2D'/Game/AssetDataList/Image/Tree_02.Tree_02'
580,Tree1,plants,tree,StaticMesh'/Game/NaturePackage/Meshes/flora/Tree02.Tree02',Texture2D'/Game/AssetDataList/Image/tree2.tree2'
581,Tree2,plants,tree,StaticMesh'/Game/NaturePackage/Meshes/RescaledFlora/Tree05.Tree05',Texture2D'/Game/AssetDataList/Image/tree3.tree3'
582,Tree3,plants,tree,StaticMesh'/Game/NaturePackage/Meshes/flora/Tree06_2.Tree06_2',Texture2D'/Game/AssetDataList/Image/tree4.tree4'
583,Tree4,plants,tree,StaticMesh'/Game/NaturePackage/Meshes/flora/Tree08.Tree08',Texture2D'/Game/AssetDataList/Image/tree5.tree5'
584,Tuna,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_TUNA.SM_TUNA',Texture2D'/Game/AssetDataList/Image/Tuna.Tuna'
585,TV_Hanging,item,machine,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_TV_Hanging.SM_TV_Hanging',Texture2D'/Game/AssetDataList/Image/TV_Hanging.TV_Hanging'
586,TV0,item,machine,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_TV.SM_TV',Texture2D'/Game/AssetDataList/Image/TV0.TV0'
587,TV1,furniture,furnitureetc,StaticMesh'/Game/FreeFurniturePack/Meshes/SM_TV.SM_TV',Texture2D'/Game/AssetDataList/Image/TV.TV'
588,TVRemote,item,machine,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_TVRemote.SM_TVRemote',Texture2D'/Game/AssetDataList/Image/TVRemote.TVRemote'
589,Vase0,plants,vase,StaticMesh'/Game/OfficeScene/Meshes/SM_Vase.SM_Vase',Texture2D'/Game/AssetDataList/Image/SM_Vase.SM_Vase'
590,Vase1,plants,vase,StaticMesh'/Game/OfficeScene/Meshes/SM_Vase1.SM_Vase1',Texture2D'/Game/AssetDataList/Image/Vase1.Vase1'
591,Vase2,plants,vase,StaticMesh'/Game/OfficeScene/Meshes/SM_Vase2.SM_Vase2',Texture2D'/Game/AssetDataList/Image/SM_Vase2.SM_Vase2'
592,Vegetables,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_Vegetables.SM_Vegetables',Texture2D'/Game/AssetDataList/Image/Vagetables.Vagetables'
593,VintageVase0,plants,vase,StaticMesh'/Game/HouseplantPack/Geometry/Pots/SM_pot03.SM_pot03',Texture2D'/Game/AssetDataList/Image/vase3.vase3'
594,VintageVase1,plants,vase,StaticMesh'/Game/HouseplantPack/Geometry/Pots/SM_vintagePot02.SM_vintagePot02',Texture2D'/Game/AssetDataList/Image/VintafeVase1.VintafeVase1'
595,VisitorChair,furniture,chair,StaticMesh'/Game/OfficeScene/Meshes/SM_VisitorChair.SM_VisitorChair',Texture2D'/Game/AssetDataList/Image/SM_VisitorChair.SM_VisitorChair'
596,Waffles,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_Waffles.SM_Waffles',Texture2D'/Game/AssetDataList/Image/Waffles.Waffles'
597,Wall_AtticA200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Attic_A_200.SM_Wall_Attic_A_200',Texture2D'/Game/AssetDataList/Image/Wall_AtticA200.Wall_AtticA200'
598,Wall_AtticA400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Attic_A_400.SM_Wall_Attic_A_400',Texture2D'/Game/AssetDataList/Image/Wall_AtticA400.Wall_AtticA400'
599,Wall_AtticB200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Attic_B_200.SM_Wall_Attic_B_200',Texture2D'/Game/AssetDataList/Image/Wall_AtticB200.Wall_AtticB200'
600,Wall_AtticB400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Attic_B_400.SM_Wall_Attic_B_400',Texture2D'/Game/AssetDataList/Image/Wall_AtticB400.Wall_AtticB400'
601,Wall_BasementA200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Basement_200.SM_Wall_Basement_200',Texture2D'/Game/AssetDataList/Image/Wall_BasementA200.Wall_BasementA200'
602,Wall_BasementA400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Basement_400.SM_Wall_Basement_400',Texture2D'/Game/AssetDataList/Image/Wall_BasementA400.Wall_BasementA400'
603,Wall_BasementA800,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Basement_800.SM_Wall_Basement_800',Texture2D'/Game/AssetDataList/Image/Wall_BasementA800.Wall_BasementA800'
604,Wall_BasementB200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Basement_A_200.SM_Wall_Basement_A_200',Texture2D'/Game/AssetDataList/Image/Wall_BasementB200.Wall_BasementB200'
605,Wall_BasementB400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Basement_A_400.SM_Wall_Basement_A_400',Texture2D'/Game/AssetDataList/Image/Wall_BasementB400.Wall_BasementB400'
606,Wall_BasementInside200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Basement_Inside_200.SM_Wall_Basement_Inside_200',Texture2D'/Game/AssetDataList/Image/Wall_BasementInside200.Wall_BasementInside200'
607,Wall_BasementInside400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Basement_Inside_400.SM_Wall_Basement_Inside_400',Texture2D'/Game/AssetDataList/Image/Wall_BasementInside400.Wall_BasementInside400'
608,Wall_Floor200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Floor1_200.SM_Wall_Floor1_200',Texture2D'/Game/AssetDataList/Image/Wall_Floor200.Wall_Floor200'
609,Wall_Floor2Inside200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Floor2_200.SM_Wall_Floor2_200',Texture2D'/Game/AssetDataList/Image/Wall_Floor2Inside200.Wall_Floor2Inside200'
610,Wall_Floor2Inside400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Floor2_400.SM_Wall_Floor2_400',Texture2D'/Game/AssetDataList/Image/Wall_Floor2Inside400.Wall_Floor2Inside400'
611,Wall_Floor400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Floor1_400.SM_Wall_Floor1_400',Texture2D'/Game/AssetDataList/Image/Wall_Floor400.Wall_Floor400'
612,Wall_FloorInside200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Floor1_Inside_200.SM_Wall_Floor1_Inside_200',Texture2D'/Game/AssetDataList/Image/Wall_FloorInside200.Wall_FloorInside200'
613,Wall_FloorInside400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Walls/SM_Wall_Floor1_Inside_400.SM_Wall_Floor1_Inside_400',Texture2D'/Game/AssetDataList/Image/Wall_FloorInside400.Wall_FloorInside400'
614,WasherMachine,item,machine,StaticMesh'/Game/HQ_ResidentialHouse/Meshes/SM_WasherMachine.SM_WasherMachine',Texture2D'/Game/AssetDataList/Image/WasherMachine.WasherMachine'
615,WashingSink,room,kitchen,StaticMesh'/Game/MMSupermarket/SMBuilding/Mesh/SM_WashingSink.SM_WashingSink',Texture2D'/Game/AssetDataList/Image/WashingSink.WashingSink'
616,Watermelon,food,fruit,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_Watermelon.SM_Watermelon',Texture2D'/Game/AssetDataList/Image/Watermelon.Watermelon'
617,WaterPlant0,plants,grass,StaticMesh'/Game/NaturePackage/Meshes/flora/WaterPlant01.WaterPlant01',Texture2D'/Game/AssetDataList/Image/waterplant1.waterplant1'
618,WaterPlant1,plants,grass,StaticMesh'/Game/NaturePackage/Meshes/RescaledFlora/WaterPlant02.WaterPlant02',Texture2D'/Game/AssetDataList/Image/waterplant2.waterplant2'
619,WaterPlant2,plants,grass,StaticMesh'/Game/NaturePackage/Meshes/flora/WaterPlant04.WaterPlant04',Texture2D'/Game/AssetDataList/Image/waterplant3.waterplant3'
620,WetFloorSign,item,itemetc,StaticMesh'/Game/MMSupermarket/Props/Mesh/SM_WetFloorSign.SM_WetFloorSign',Texture2D'/Game/AssetDataList/Image/WetFloorSign.WetFloorSign'
621,Wheat,plants,plant,StaticMesh'/Game/NaturePackage/Meshes/RescaledFlora/wheat01.wheat01',Texture2D'/Game/AssetDataList/Image/wheat01.wheat01'
622,Whiteflower1,plants,flower,StaticMesh'/Game/PN_OpenWorldFoliage/Meshes/openWorld_flower_02_02.openWorld_flower_02_02',Texture2D'/Game/AssetDataList/Image/flower2-2.flower2-2'
623,Whiteflower2,plants,flower,StaticMesh'/Game/PN_OpenWorldFoliage/Meshes/openWorld_flower_03_02.openWorld_flower_03_02',Texture2D'/Game/AssetDataList/Image/flower3-2.flower3-2'
624,WhiteSage,plants,plant,StaticMesh'/Game/HouseplantPack/Geometry/Plants/SM_whiteSage.SM_whiteSage',Texture2D'/Game/AssetDataList/Image/WhiteSage.WhiteSage'
625,Window,room,window,StaticMesh'/Game/OfficeScene/Meshes/SM_Window.SM_Window',Texture2D'/Game/AssetDataList/Image/SM_Window.SM_Window'
626,Window_A,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Windows/SM_Wall_Frame_A.SM_Wall_Frame_A',Texture2D'/Game/AssetDataList/Image/Window_A.Window_A'
627,Window_BasementA200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Basement_A1_200.SM_Window_Basement_A1_200',Texture2D'/Game/AssetDataList/Image/Window_BasementA200.Window_BasementA200'
628,Window_BasementA400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Basement_A1_400.SM_Window_Basement_A1_400',Texture2D'/Game/AssetDataList/Image/Window_BasementA400.Window_BasementA400'
629,Window_BasementB200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Basement_B1_400.SM_Window_Basement_B1_400',Texture2D'/Game/AssetDataList/Image/Window_BasementB200.Window_BasementB200'
630,Window_BasementB400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Basement_B2_400.SM_Window_Basement_B2_400',Texture2D'/Game/AssetDataList/Image/Window_BasementB400.Window_BasementB400'
631,Window_Floor1_200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Floor1_A1_200.SM_Window_Floor1_A1_200',Texture2D'/Game/AssetDataList/Image/Window_Floor1_200.Window_Floor1_200'
632,Window_Floor1_400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Floor1_A1_400.SM_Window_Floor1_A1_400',Texture2D'/Game/AssetDataList/Image/Window_Floor1_400.Window_Floor1_400'
633,Window_Floor1_A400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Floor1_A2_400.SM_Window_Floor1_A2_400',Texture2D'/Game/AssetDataList/Image/Window_Floor1_A400.Window_Floor1_A400'
634,Window_Floor1_B400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Floor1_A3_400.SM_Window_Floor1_A3_400',Texture2D'/Game/AssetDataList/Image/Window_Floor1_B400.Window_Floor1_B400'
635,Window_Floor1_C400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Floor1_A4_400.SM_Window_Floor1_A4_400',Texture2D'/Game/AssetDataList/Image/Window_Floor1_C400.Window_Floor1_C400'
636,Window_Floor1_D400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Floor1_A5_200.SM_Window_Floor1_A5_200',Texture2D'/Game/AssetDataList/Image/Window_Floor1_D400.Window_Floor1_D400'
637,Window_Floor2_200,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Floor2_A1_200.SM_Window_Floor2_A1_200',Texture2D'/Game/AssetDataList/Image/Window_Floor2_200.Window_Floor2_200'
638,Window_Floor2_400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Floor2_A1_400.SM_Window_Floor2_A1_400',Texture2D'/Game/AssetDataList/Image/Window_Floor2_400.Window_Floor2_400'
639,Window_Floor2_A400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Floor2_A2_400.SM_Window_Floor2_A2_400',Texture2D'/Game/AssetDataList/Image/Window_Floor2_A400.Window_Floor2_A400'
640,Window_Floor2_B400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Floor2_A3_400.SM_Window_Floor2_A3_400',Texture2D'/Game/AssetDataList/Image/Window_Floor2_B400.Window_Floor2_B400'
641,Window_Floor2_C400,wall,basic,StaticMesh'/Game/ModularHouses/Meshes/Wall/Windows/SM_Window_Floor2_A4_400.SM_Window_Floor2_A4_400',Texture2D'/Game/AssetDataList/Image/Window_Floor2_C400.Window_Floor2_C400'
642,Wine0,food,alcohol,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_WineBottle01.SM_WineBottle01',Texture2D'/Game/AssetDataList/Image/Wine1.Wine1'
643,Wine1,food,alcohol,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_WineBottle02.SM_WineBottle02',Texture2D'/Game/AssetDataList/Image/Wine2.Wine2'
644,WineBottle0,food,alcohol,StaticMesh'/Game/DiningSets/Meshes/SM_WineBottle01.SM_WineBottle01',Texture2D'/Game/AssetDataList/Image/winw_bottle1.winw_bottle1'
645,WineBottle1,food,alcohol,StaticMesh'/Game/DiningSets/Meshes/SM_WineBottle02.SM_WineBottle02',Texture2D'/Game/AssetDataList/Image/winw_bottle2.winw_bottle2'
646,WineBottle2,food,alcohol,StaticMesh'/Game/DiningSets/Meshes/SM_WineBottle01_LP.SM_WineBottle01_LP',Texture2D'/Game/AssetDataList/Image/winw_bottle3.winw_bottle3'
647,WineGlass0,item,living,StaticMesh'/Game/DiningSets/Meshes/SM_WineGlass01.SM_WineGlass01',Texture2D'/Game/AssetDataList/Image/wine_glass1.wine_glass1'
648,WineGlass1,item,living,StaticMesh'/Game/DiningSets/Meshes/SM_WineGlass02.SM_WineGlass02',Texture2D'/Game/AssetDataList/Image/wine_glass2.wine_glass2'
649,WineGlass2,item,living,StaticMesh'/Game/DiningSets/Meshes/SM_WineGlass07.SM_WineGlass07',Texture2D'/Game/AssetDataList/Image/wine_glass3.wine_glass3'
650,WineGlass3,item,living,StaticMesh'/Game/DiningSets/Meshes/SM_WineGlass15.SM_WineGlass15',Texture2D'/Game/AssetDataList/Image/wine_glass4.wine_glass4'
651,WineGlass4,item,living,StaticMesh'/Game/DiningSets/Meshes/SM_WineGlass17.SM_WineGlass17',Texture2D'/Game/AssetDataList/Image/wine_glass5.wine_glass5'
652,WiskeyBottle0,food,alcohol,StaticMesh'/Game/DiningSets/Meshes/SM_WiskeyBottle03.SM_WiskeyBottle03',Texture2D'/Game/AssetDataList/Image/winw_bottle4.winw_bottle4'
653,WiskeyBottle1,food,alcohol,StaticMesh'/Game/DiningSets/Meshes/SM_WiskeyBottle01.SM_WiskeyBottle01',Texture2D'/Game/AssetDataList/Image/wiskey_bottle1.wiskey_bottle1'
654,WiskeyBottle2,food,alcohol,StaticMesh'/Game/DiningSets/Meshes/SM_WiskeyBottle02.SM_WiskeyBottle02',Texture2D'/Game/AssetDataList/Image/wiskey_bottle2.wiskey_bottle2'
655,WomenSign,item,itemetc,StaticMesh'/Game/MMSupermarket/SMBuilding/Mesh/SM_WomenSign.SM_WomenSign',Texture2D'/Game/AssetDataList/Image/Womensign.Womensign'
656,WoodBox,item,itemetc,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_WoodBox_03.SM_WoodBox_03',Texture2D'/Game/AssetDataList/Image/WoodBox3.WoodBox3'
657,WoodBox0,item,itemetc,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_WoodBox_01.SM_WoodBox_01',Texture2D'/Game/AssetDataList/Image/WoodBox1.WoodBox1'
658,WoodBox1,item,itemetc,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_WoodBox_02.SM_WoodBox_02',Texture2D'/Game/AssetDataList/Image/WoodBox2.WoodBox2'
659,Wooden_box0,item,itemetc,StaticMesh'/Game/ModularFantasyHouse/Meshes/Props/SM_Wooden_box.SM_Wooden_box',Texture2D'/Game/AssetDataList/Image/Wooden_box.Wooden_box'
660,Wooden_box1,item,itemetc,StaticMesh'/Game/ModularFantasyHouse/Meshes/Props/SM_Wooden_box_2.SM_Wooden_box_2',Texture2D'/Game/AssetDataList/Image/Wooden_box_2.Wooden_box_2'
661,Wooden_cup,item,living,StaticMesh'/Game/ModularFantasyHouse/Meshes/Props/SM_Wooden_cup_1.SM_Wooden_cup_1',Texture2D'/Game/AssetDataList/Image/Wooden_cup_1.Wooden_cup_1'
662,Wooden_Plate0,item,living,StaticMesh'/Game/ModularFantasyHouse/Meshes/Props/SM_Wooden_Plate.SM_Wooden_Plate',Texture2D'/Game/AssetDataList/Image/Wooden_Plate.Wooden_Plate'
663,Wooden_Plate1,item,itemetc,StaticMesh'/Game/ModularFantasyHouse/Meshes/Props/SM_Wooden_Plate_2.SM_Wooden_Plate_2',Texture2D'/Game/AssetDataList/Image/Wooden_Plate_2.Wooden_Plate_2'
664,WoodPallet,item,itemetc,StaticMesh'/Game/MMSupermarket/Props/Mesh/SM_WoodPallet.SM_WoodPallet',Texture2D'/Game/AssetDataList/Image/WoodPalet.WoodPalet'
665,WoodStand,item,stand,StaticMesh'/Game/MMSupermarket/Equipment/Mesh/SM_WoodStand_01.SM_WoodStand_01',Texture2D'/Game/AssetDataList/Image/WoodStand.WoodStand'
666,Yellowflower1,plants,flower,StaticMesh'/Game/PN_OpenWorldFoliage/Meshes/openWorld_flower_06_02.openWorld_flower_06_02',Texture2D'/Game/AssetDataList/Image/flower6-2.flower6-2'
667,YoghurtBucket0,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_YoghurtBucket01.SM_YoghurtBucket01',Texture2D'/Game/AssetDataList/Image/Yoghurt1.Yoghurt1'
668,YoghurtBucket1,food,groceries,StaticMesh'/Game/MMSupermarket/Products/Mesh/SM_YoghurtBucket02.SM_YoghurtBucket02',Texture2D'/Game/AssetDataList/Image/Yoghurt2.Yoghurt2'
669,Zont0,plants,flower,StaticMesh'/Game/NaturePackage/Meshes/flora/zont1.zont1',Texture2D'/Game/AssetDataList/Image/zont01.zont01'
